comment,reviewer_country,reviewer_country_code,reviewer_industry,user_image_url,username
This Seller is a true web scraping pro and goes the extra mile to make sure that the data and the script is delivered exactly to your requirements. Money well spent.,Netherlands,NL,,"https://fiverr-res.cloudinary.com/image/upload/f_auto,q_auto,t_profile_small/v1/attachments/profile/photo/6e30bc93b1bb5ed4f7c63fcaf59c0827-1648908557300/56ab75e4-7f13-4463-bb9f-b42332188458.jpg",noel_c
very good service,Turkey,TR,retail_and_wholesale,"https://fiverr-res.cloudinary.com/image/upload/f_auto,q_auto,t_profile_small/v1/attachments/profile/photo/6eabf1aa67511145d87efbcbb62702ab-1643225706657/80611257-c5cb-4a2f-9aa5-04cc4976d217.png",yassineadil753
Love to work with talhapy!,China,CN,fashion_and_apparel,"https://fiverr-res.cloudinary.com/image/upload/f_auto,q_auto,t_profile_small/v1/attachments/profile/photo/6f2942f70ff09185c59a4915d6f7bb2d-1610371503949/a2eb51d1-a9ce-48a5-8cc5-2e8e0b474e63.png",benking58
"Great Communications and attention to detail, highly recommend and thank you for an excellent service.",United Kingdom,GB,"media_or_entertainment, art_and_design","https://fiverr-res.cloudinary.com/image/upload/f_auto,q_auto,t_profile_small/v1/attachments/profile/photo/72636e238b006266a321cf6e65ebf6d1-1561014825710/1e5c78d0-f55d-4837-be5f-6674c9bd673d.jpg",jrussellc
Talha took my vision and implemented it seemlessly.  He was easy to communicate with and executed the task perfectly. I would highly recommend him for web scraping data. I will be working with him again in the future.,United States,US,services,"https://fiverr-res.cloudinary.com/image/upload/f_auto,q_auto,t_profile_small/v1/attachments/profile/photo/744edec238c43dd5f86fba64dec0d99e-1688605255905/edff5519-39ee-40c5-b5ca-214d7bbf6789.jpg",ryoung214
Great work. Easy to communicate with. Understood exactly what I wanted and executed the task seamlessly. ,United States,US,services,"https://fiverr-res.cloudinary.com/image/upload/f_auto,q_auto,t_profile_small/v1/attachments/profile/photo/744edec238c43dd5f86fba64dec0d99e-1688605255905/edff5519-39ee-40c5-b5ca-214d7bbf6789.jpg",ryoung214
Talha did a fantastic job extracting data that I needed. I will work with him in the future for this type of work!,United States,US,,"https://fiverr-res.cloudinary.com/image/upload/f_auto,q_auto,t_profile_small/v1/attachments/profile/photo/747400d44ffa1fea3aca027db62698da-1707931207437/b6af0cdd-cc75-44da-a8be-ca58c1b438b0.jpg",chris_boost_ren
Really good guy!,Sweden,SE,,"https://fiverr-res.cloudinary.com/image/upload/f_auto,q_auto,t_profile_small/v1/attachments/profile/photo/76236e89aaf4f393f3819716803f8150-1587795761208/7834d026-8ae0-40a6-bd38-b2e11c0de741.JPG",yaxum1
" The primary goal was to extract specific data, and the delivered dataset was incredibly accurate, clean, and perfectly formatted to my specifications. It saved us an enormous amount of manual effort and provided exactly the information we needed. The target website presented several challenges (dynamic content, complex structure, etc.), but the consultant handled them expertly. They clearly possess deep technical skills and were able to navigate these obstacles effectively, delivering a robust and reliable scraping solution.",United States,US,,"https://fiverr-res.cloudinary.com/image/upload/f_auto,q_auto,t_profile_small/v1/attachments/profile/photo/7685ab509b8572fcbe57120a264bfdbd-1743454910400/757de01c-52f9-45fc-907e-39603c6e8b4d.jpg",uhvr82bfree
"Mr Talha is knowledgeable, a quick worker. I recommend M.Thala to all companies.
It is always a pleasure to work with him.",France,FR,,"https://fiverr-res.cloudinary.com/image/upload/f_auto,q_auto,t_profile_small/v1/attachments/profile/photo/76cb61b4caae2e4d6ff0767b62541246-1611137823565/7c0f9a3d-5a40-4193-b4f0-f70fb21ea36c.jpeg",baptisteamiot
"talhapythoneer is excellent, very helpful and effective. He communicates very regularly and shows good professionalism. I highly recommend his services!",France,FR,,"https://fiverr-res.cloudinary.com/image/upload/f_auto,q_auto,t_profile_small/v1/attachments/profile/photo/76cb61b4caae2e4d6ff0767b62541246-1611137823565/7c0f9a3d-5a40-4193-b4f0-f70fb21ea36c.jpeg",baptisteamiot
"Thanks very much, exactly what I asked for and presented really well!",United Kingdom,GB,retail_and_wholesale,"https://fiverr-res.cloudinary.com/image/upload/f_auto,q_auto,t_profile_small/v1/attachments/profile/photo/79fa3a20bb73b5371dc6ece3116166e9-1617817785536/baea07be-9d11-4a46-acdf-a067bd433152.jpg",alexd3496
"Very easy to work with, will be back",United States,US,financial_services_or_banking,"https://fiverr-res.cloudinary.com/image/upload/f_auto,q_auto,t_profile_small/v1/attachments/profile/photo/7bd7c7f8fef95784ba436c412358fbda-1527570678557/84c873a1-96fa-463d-8698-6ea444a67ee9.jpg",jonstrong
"Quick, responsive and easy to work with",United States,US,financial_services_or_banking,"https://fiverr-res.cloudinary.com/image/upload/f_auto,q_auto,t_profile_small/v1/attachments/profile/photo/7bd7c7f8fef95784ba436c412358fbda-1527570678557/84c873a1-96fa-463d-8698-6ea444a67ee9.jpg",jonstrong
Excellent work and communication ,United States,US,,"https://fiverr-res.cloudinary.com/image/upload/f_auto,q_auto,t_profile_small/v1/attachments/profile/photo/7c5f40cb6b96143580ece83e1d23a84b-1646022676452/cf445071-32e3-456a-a3df-ef30f0f35936.JPG",christsiolis
Great work and fast communication,United States,US,,"https://fiverr-res.cloudinary.com/image/upload/f_auto,q_auto,t_profile_small/v1/attachments/profile/photo/7c5f40cb6b96143580ece83e1d23a84b-1646022676452/cf445071-32e3-456a-a3df-ef30f0f35936.JPG",christsiolis
"Full of professionalism, responsiveness and patience :)",Pakistan,PK,,"https://fiverr-res.cloudinary.com/image/upload/f_auto,q_auto,t_profile_small/v1/attachments/profile/photo/81104f001ef5f2ee55cdad914e13a7f3-1557822439320/bb1f748a-a795-4420-a152-78c03e057c96.jpg",mehteshamali
"Great work ""again""",Pakistan,PK,,"https://fiverr-res.cloudinary.com/image/upload/f_auto,q_auto,t_profile_small/v1/attachments/profile/photo/81104f001ef5f2ee55cdad914e13a7f3-1557822439320/bb1f748a-a795-4420-a152-78c03e057c96.jpg",mehteshamali
"Very professional, everything go beyond my expectation plus super fast delivery, extraordinary in understanding requirements, and clear communication.Highly Recommended :)",Pakistan,PK,,"https://fiverr-res.cloudinary.com/image/upload/f_auto,q_auto,t_profile_small/v1/attachments/profile/photo/81104f001ef5f2ee55cdad914e13a7f3-1557822439320/bb1f748a-a795-4420-a152-78c03e057c96.jpg",mehteshamali
excellent scrapper. if u are looking for an python web scrapper expert dont go anywhere else. this is your one stop solution.,India,IN,,"https://fiverr-res.cloudinary.com/image/upload/f_auto,q_auto,t_profile_small/v1/attachments/profile/photo/847cf4411c798d7a6fa3e66e20fd0dc0-922832381606907704597/JPEG_20201202_164503_5533495310949977452.jpg",tamannaparvin99
"Talha is truly an excellent developer to work with.  He is thorough, provided step by step documentation, and delivered faster than expected.  I would definitely recommend him to anyone who needs to work with a challenging scraping problem.

Talha was professional, even though I was slow in reviewing and accepting his work, truly a pleasure to work with!",Germany,DE,education,"https://fiverr-res.cloudinary.com/image/upload/f_auto,q_auto,t_profile_small/v1/attachments/profile/photo/8686b44fa4cf0315b37343a86fcf88b5-1688534518805/4f059e7a-e7d9-4d66-9cc4-d5def15b92b9.jpeg",andrewfowler638
I was very satisfied with communication during delivery. Making sure that everything is as the project requires. The job was completed very fast and to high standards. ,Czech Republic,CZ,,"https://fiverr-res.cloudinary.com/image/upload/f_auto,q_auto,t_profile_small/v1/attachments/profile/photo/895f9ac35405b289f8f92f62cf540554-17072361682061972.642232/5238C500-A56B-4750-938E-63401C60252F",datamolino
"No one else was willing/able to execute this task, but I found Talha, and he was up for the challenge. He delivered as promised, and was prompt to respond and communicate. I will gladly come back for other tasks!",United States,US,,"https://fiverr-res.cloudinary.com/image/upload/f_auto,q_auto,t_profile_small/v1/attachments/profile/photo/898eb590a7a09c08f47a961d44a13f6d-1522342792544/e10b6586-3a5b-4c15-8dc1-d6f1e5e34cd2.png",gbarua1
"Talha did an excellent job with the data scraping task, exceeding all expectations! Good cooperation. He did zoom with me twice and showed me how the code works. Highly recommended! 👍",Turkey,EE,,"https://fiverr-res.cloudinary.com/image/upload/f_auto,q_auto,t_profile_small/v1/attachments/profile/photo/89e9f92ac1177472406331c6acc10303-1761251741348/911c10ab-d3bf-43bb-8e6c-2e3035936dc8.jpg",klaudiamaur
"Very quick responses and keen to understand your needs with the project.  
Top Notch !!",United Kingdom,GB,technology,"https://fiverr-res.cloudinary.com/image/upload/f_auto,q_auto,t_profile_small/v1/attachments/profile/photo/8c4048bfea3e56a0528218c1e2b3f5b8-969466101619000551.503905/BBB5C2EA-FF8C-4356-8FA3-0BCBDF658D4A",rebelsavior
"good job, thank you",United Kingdom,TH,,"https://fiverr-res.cloudinary.com/image/upload/f_auto,q_auto,t_profile_small/v1/attachments/profile/photo/8dd980c138a7e543de52a76c85dc0bbf-1624102128190/3b351dbb-54c3-4efc-a05a-50f8ddb39ecb.jpg",luckypunk123
Great work!! Will 100% work with again,United States,US,,"https://fiverr-res.cloudinary.com/image/upload/f_auto,q_auto,t_profile_small/v1/attachments/profile/photo/8f7d128cdd889277cf316a8114038ed8-1561328981738815542.507879/B04F40ED-D835-4465-A76A-1FA5B772AA55",rachaellleigh
He did a great job! Delivery was on time and was easy to work with!,United States,US,"education, technology","https://fiverr-res.cloudinary.com/image/upload/f_auto,q_auto,t_profile_small/v1/attachments/profile/photo/923c9b6963affc659253d443c9433273-1620592843923/654e1810-659f-46fc-9612-2c433ecc7478.png",dano5050
Awesome works! Deliverred ontime what we expected,New Zealand,NZ,construction,"https://fiverr-res.cloudinary.com/image/upload/f_auto,q_auto,t_profile_small/v1/attachments/profile/photo/96a6b7915f29bf1541c7267d3488db32-1681939408421/4b175ee0-8447-4f49-b02e-49cc54b4d939.jpg",thed2group
IT is great working with Talha. He is fast and deliver exactly what we required. Will use his service again for sure.,New Zealand,NZ,construction,"https://fiverr-res.cloudinary.com/image/upload/f_auto,q_auto,t_profile_small/v1/attachments/profile/photo/96a6b7915f29bf1541c7267d3488db32-1681939408421/4b175ee0-8447-4f49-b02e-49cc54b4d939.jpg",thed2group
"Enjoyed working with him, will definitely hire him again for other projects.",Malaysia,MY,"marketing_or_advertising, technology","https://fiverr-res.cloudinary.com/image/upload/f_auto,q_auto,t_profile_small/v1/attachments/profile/photo/9770447ed98560f9289b3440a2876479-1592187444931/3eff5f15-9953-4081-8edd-357eedf21f64.png",alirazzak
"Great experience, very talented scraper.",Hong Kong,HK,,"https://fiverr-res.cloudinary.com/image/upload/f_auto,q_auto,t_profile_small/v1/attachments/profile/photo/983e74143bbf6818f6584daefc565bf6-1586194413824/9c035d52-2504-4778-9958-bd1e82d5fb7c.jpg",blake08
"Excellent, high quality fast work",Hong Kong,HK,,"https://fiverr-res.cloudinary.com/image/upload/f_auto,q_auto,t_profile_small/v1/attachments/profile/photo/983e74143bbf6818f6584daefc565bf6-1586194413824/9c035d52-2504-4778-9958-bd1e82d5fb7c.jpg",blake08
"Great work and detailed scraping,",Hong Kong,HK,,"https://fiverr-res.cloudinary.com/image/upload/f_auto,q_auto,t_profile_small/v1/attachments/profile/photo/983e74143bbf6818f6584daefc565bf6-1586194413824/9c035d52-2504-4778-9958-bd1e82d5fb7c.jpg",blake08
"Great seller who is a professional at scraping. Whatever you need, I recommend.",Hong Kong,HK,,"https://fiverr-res.cloudinary.com/image/upload/f_auto,q_auto,t_profile_small/v1/attachments/profile/photo/983e74143bbf6818f6584daefc565bf6-1586194413824/9c035d52-2504-4778-9958-bd1e82d5fb7c.jpg",blake08
"Great support from Talha, as always. Great job delivering data in a timely manner and with a lot of attention to details. Talha is always supportive to find solutions, even, if things are not 100% clear from the start and required reviews
",Switzerland,CH,,"https://fiverr-res.cloudinary.com/image/upload/f_auto,q_auto,t_profile_small/v1/attachments/profile/photo/9b1dc58094b8ead8fc68e15a8923a1ad-1714598332885/49990730-1b22-495b-9508-99858f54c5c5.jpg",romanrichter000
"⭐️⭐️⭐️⭐️⭐️ Outstanding Experience!
TalhaPythoneer delivered exceptional work on our project. From the very beginning, communication was clear and professional. He understood our requirements perfectly and executed the task with precision, speed, and attention to detail. The data was clean, well-structured, and exactly as we needed it. Talha went above and beyond to ensure everything was completed to the highest standard. Highly recommended – we will definitely work with him again!",Switzerland,CH,,"https://fiverr-res.cloudinary.com/image/upload/f_auto,q_auto,t_profile_small/v1/attachments/profile/photo/9b1dc58094b8ead8fc68e15a8923a1ad-1714598332885/49990730-1b22-495b-9508-99858f54c5c5.jpg",romanrichter000
Thanks Talheer. That was a great job done perfectly to our demand and unbelievable quick! Keep the good work up and we will come back for sure ,Switzerland,CH,,"https://fiverr-res.cloudinary.com/image/upload/f_auto,q_auto,t_profile_small/v1/attachments/profile/photo/9b1dc58094b8ead8fc68e15a8923a1ad-1714598332885/49990730-1b22-495b-9508-99858f54c5c5.jpg",romanrichter000
awesome service provider. ultra fast and insane high quality. one of the best on fiverr for scraping information. 100% recommendation.,Germany,DE,marketing_or_advertising,"https://fiverr-res.cloudinary.com/image/upload/f_auto,q_auto,t_profile_small/v1/attachments/profile/photo/9c52d8a5c270b3ceff167bfdb1ee23d1-1660717213007/c061119c-bc0f-49d9-bf2a-4e2e488c856a.jpg",adzurro
"Absolutely great job, Talha! Fast and on point, definitely recommended!!",Switzerland,CH,technology,"https://fiverr-res.cloudinary.com/image/upload/f_auto,q_auto,t_profile_small/v1/attachments/profile/photo/9fcac8f30899c0f5d78043f5271ae11e-1652259326582/d97832b9-05c2-4855-9a04-4b5bb122be25.jpg",manuel_inauen
Everything was fast and perfect! Will use again.,United States,US,retail_and_wholesale,"https://fiverr-res.cloudinary.com/image/upload/f_auto,q_auto,t_profile_small/v1/attachments/profile/photo/a08bc2bece56c40738c13842017736b5-1713980628754/5aec211e-a099-4d5c-950f-6893d68fb872.png",kristopherplier
"Honestly one of the best Fiverr experiences I've had so far. 

I did put a lot of upfront effort into specifying what I needed scraped, but the rest of the process was very smooth and on schedule. Will be ordering again if I need additional scraping scripts created.",United States,US,medical_or_pharmaceutical,"https://fiverr-res.cloudinary.com/image/upload/f_auto,q_auto,t_profile_small/v1/attachments/profile/photo/a7d1bc88dcee4b46107e74d04c179dbf-1695233095804/b8cb8651-5755-40fd-be95-9fb66d6a1300.png",jrhizor
"thanks, very quick",United Kingdom,GB,,"https://fiverr-res.cloudinary.com/image/upload/f_auto,q_auto,t_profile_small/v1/attachments/profile/photo/b2634058d75c1d2b852ecd66cc9cbae3-1687245889328/b45f203a-8d5b-4e55-8bd2-405ae09c06b5.png",opticperformanc
"very good seller, will continue using him",Canada,CA,,"https://fiverr-res.cloudinary.com/image/upload/f_auto,q_auto,t_profile_small/v1/attachments/profile/photo/b535ea0517cbd54d3527db0511b92c8f-1293226401657637438551/JPEG_20220712_105038_8840299347534281179.jpg",fomoxsquid
Very easy to work with and delivered as promised,Canada,CA,,"https://fiverr-res.cloudinary.com/image/upload/f_auto,q_auto,t_profile_small/v1/attachments/profile/photo/b535ea0517cbd54d3527db0511b92c8f-1293226401657637438551/JPEG_20220712_105038_8840299347534281179.jpg",fomoxsquid
"This was a complicated scraper, but what I liked most was the developer quickly contact me for a zoom call if there was a problem.

Thanks",United States,US,,"https://fiverr-res.cloudinary.com/image/upload/f_auto,q_auto,t_profile_small/v1/attachments/profile/photo/b70d6af93ca198aac898bceddb43bbe2-1137328951701301899.67458/D717DF4F-12A5-45E9-A7AB-1C6D288EBE54",blakecabot
"It was an absolute pleasure to work with Talha on this project.  Super fast delivery, spot on data and a great price.  I will definitely work with Talha again in the future. ",United Kingdom,GB,,"https://fiverr-res.cloudinary.com/image/upload/f_auto,q_auto,t_profile_small/v1/attachments/profile/photo/b7d3f2ecf89475b4dbe52ab1228aaf6c-1696362540829/7fdd6d5e-8228-4d6a-8547-f9f3402b31fa.jpeg",lynnaitchi
Terrific service!,United States,US,,"https://fiverr-res.cloudinary.com/image/upload/f_auto,q_auto,t_profile_small/v1/attachments/profile/photo/b7e577be5daa2e0e39afe854ea684952-1674453760977/0be43eb9-92ed-412d-b75c-74efe9c104ee.png",geekingout
"Did exactly what I expected and super quick.  Will be using again very soon. 
Was let down by another person who said it couldn't be done.  really easy to communicate with and great value for money. Would highly recommend. Thanks",United Kingdom,GB,travel_or_tourism,"https://fiverr-res.cloudinary.com/image/upload/f_auto,q_auto,t_profile_small/v1/attachments/profile/photo/b937ffb656e5186bf67bac5a363c31c9-1671448027571/df268e50-2169-4077-8c13-b169f8ba99e7.png",asembli
Thank you. Good job.,United States,US,real_estate,"https://fiverr-res.cloudinary.com/image/upload/f_auto,q_auto,t_profile_small/v1/attachments/profile/photo/bcc6cee5f180a561e0f36df491318c0b-1691288541518/2c81abc8-554c-4806-b1df-e8490a68ff7d.png",nicholasiii
Wonderful job! Thank you. Always a great help is getting data from directories. ,United States,US,,"https://fiverr-res.cloudinary.com/image/upload/f_auto,q_auto,t_profile_small/v1/attachments/profile/photo/be2857bfedef24020e5feac4bc89b5e7-1709912909975/3e223e17-a7f5-4e01-a1f4-e7aff9a93553.jpeg",condel_
Does a wonderful job every time. Highly recommend ,United States,US,,"https://fiverr-res.cloudinary.com/image/upload/f_auto,q_auto,t_profile_small/v1/attachments/profile/photo/be2857bfedef24020e5feac4bc89b5e7-1709912909975/3e223e17-a7f5-4e01-a1f4-e7aff9a93553.jpeg",condel_
"Clean code, immediate responses & ultimately a great experience. Thank you @talhapythoneer, will definately be using his services again!",Nepal,NP,"gaming, services","https://fiverr-res.cloudinary.com/image/upload/f_auto,q_auto,t_profile_small/v1/attachments/profile/photo/c385c6e79096e2c4d8e675a131b51cdd-1655212821421/19ff2db1-ebda-4cbb-bbad-a07c30b2af5f.png",digital_72
"Thanks, outstanding work as usual. Will keep coming back.",United Kingdom,GB,financial_services_or_banking,"https://fiverr-res.cloudinary.com/image/upload/f_auto,q_auto,t_profile_small/v1/attachments/profile/photo/c432d8b38b1959665bd45d1ccdc1eb7c-1103653551625826008373/JPEG_20210709_112007_702880019821823776.jpg",gracecarrilloc
Super fast delivery and was ready to fix issues and details. Will definitely contact this provider for future projects. 👍,United Kingdom,GB,financial_services_or_banking,"https://fiverr-res.cloudinary.com/image/upload/f_auto,q_auto,t_profile_small/v1/attachments/profile/photo/c432d8b38b1959665bd45d1ccdc1eb7c-1103653551625826008373/JPEG_20210709_112007_702880019821823776.jpg",gracecarrilloc
Outstanding Service - We highly recommend ,United States,US,retail_and_wholesale,"https://fiverr-res.cloudinary.com/image/upload/f_auto,q_auto,t_profile_small/v1/attachments/profile/photo/c454f0705da3fbdde4641aea2ac25488-1257945061668987898.16895/262323F5-8383-4EFC-97B8-B9F9A735CEA6",selfdefensemall
Able to come up with solutions that the customer would not be able to come up with.  That's why we hired him.,United States,US,retail_and_wholesale,"https://fiverr-res.cloudinary.com/image/upload/f_auto,q_auto,t_profile_small/v1/attachments/profile/photo/c454f0705da3fbdde4641aea2ac25488-1257945061668987898.16895/262323F5-8383-4EFC-97B8-B9F9A735CEA6",selfdefensemall
Perfect and fast,France,FR,,"https://fiverr-res.cloudinary.com/image/upload/f_auto,q_auto,t_profile_small/v1/attachments/profile/photo/c4750925519ce838e8fa88005391400e-1691959746800/0b23008c-b1f0-49da-b311-96b361730ba1.png",benoitardiet
"Perfect job and fast, will do other scrap project with him",France,FR,,"https://fiverr-res.cloudinary.com/image/upload/f_auto,q_auto,t_profile_small/v1/attachments/profile/photo/c4750925519ce838e8fa88005391400e-1691959746800/0b23008c-b1f0-49da-b311-96b361730ba1.png",benoitardiet
"Great experience, very professional, would highly recommend",United Kingdom,GB,,"https://fiverr-res.cloudinary.com/image/upload/f_auto,q_auto,t_profile_small/v1/attachments/profile/photo/c587908450eb1b25ab775cb7b0e06a8d-1678961814987/ae7941eb-2aa6-4ff4-91d7-cd02791bf234.png",jakeof
Incredible script and quick turnaround time. Highly recommended ,United States,US,,"https://fiverr-res.cloudinary.com/image/upload/f_auto,q_auto,t_profile_small/v1/attachments/profile/photo/c63d28a1eb64104dd2e27214712c8d32-1636937937011/b5f66ddf-55cc-4ff9-9e97-8231f28dd1b7.JPG",djschofield22
Great gig. And also the speed and the professionalism. Thank you mate. ,Netherlands,NL,agriculture,"https://fiverr-res.cloudinary.com/image/upload/f_auto,q_auto,t_profile_small/v1/attachments/profile/photo/c73270b35125061bcf9e936055dedcc0-1507745923514/0fb44881-1627-444f-ae35-eec090dad8d6.jpg",henkieeeee91
Great mate. Thank you for the speed.,Netherlands,NL,agriculture,"https://fiverr-res.cloudinary.com/image/upload/f_auto,q_auto,t_profile_small/v1/attachments/profile/photo/c73270b35125061bcf9e936055dedcc0-1507745923514/0fb44881-1627-444f-ae35-eec090dad8d6.jpg",henkieeeee91
Working with Talha Pythoneer was great. The first delivery was great but not exactly what we needed (it was a complicated site to scrape). Talha was quick to make the correction and give us exactly what we needed. I would highly recommend working with this freelancer.,United States,US,financial_services_or_banking,"https://fiverr-res.cloudinary.com/image/upload/f_auto,q_auto,t_profile_small/v1/attachments/profile/photo/c7f0079691f81bc467de77309603cc66-670209761687703758329/JPEG_20230625_103557_1046161144772485862.jpg",josh99794
"Great to work with, great communication!",United States,US,,"https://fiverr-res.cloudinary.com/image/upload/f_auto,q_auto,t_profile_small/v1/attachments/profile/photo/c7fe0f59a0f51b53b5e681900339f915-1631731555645/b43e82fa-f46a-4206-aef6-ef4e19e7abfe.png",libradao
This is my second time working talhapythoneer. His work exceeded my expectations and I am currently discussing a third project.,United States,US,,"https://fiverr-res.cloudinary.com/image/upload/f_auto,q_auto,t_profile_small/v1/attachments/profile/photo/d1775a507e235547e168185a70587485-239482041640627609677/JPEG_20211227_115324_2958473774668162121.jpg",abadr1
"talhapythoneer did an amazing job and delivered exactly what I asked for. I will 100% request him again in the future. If you are reading this review, stop searching and start an order with talhapythoneer.",United States,US,,"https://fiverr-res.cloudinary.com/image/upload/f_auto,q_auto,t_profile_small/v1/attachments/profile/photo/d1775a507e235547e168185a70587485-239482041640627609677/JPEG_20211227_115324_2958473774668162121.jpg",abadr1
Fast and comprehensive delivery of my requirements.  Offered zoom sessions to do some proactive diagnosis and agreed to assist with some non-requirement based issues.  Will hire again for sure.,United States,US,technology,"https://fiverr-res.cloudinary.com/image/upload/f_auto,q_auto,t_profile_small/v1/attachments/profile/photo/d69e759342b6c5d32a9e033a5ac2ba75-1750875308166/0c2e3a83-f66a-4ff9-8e86-383dbd7913d2.jpg",toddboss
"Great guy, quick delivery, and perfect deliverable. Not much else to say.",United States,US,technology,"https://fiverr-res.cloudinary.com/image/upload/f_auto,q_auto,t_profile_small/v1/attachments/profile/photo/de864b63a59209216d886713bce145be-974757361605689498.00671/2891B24E-40B8-4097-8240-238C6F0AAB41",decisivedata
"He is very smart and I really liked the work delivered, will certain come back for more data scraping.
Thanks.",Brazil,BR,financial_services_or_banking,"https://fiverr-res.cloudinary.com/image/upload/f_auto,q_auto,t_profile_small/v1/attachments/profile/photo/e0f28e6f71167952c3da2cde92291fb4-1638567868106/4263777c-37ed-4706-82ef-64cb2e95909f.jpeg",ulyssesvercosa
Efficient and knowledgable. Well worth it !,United States,US,,"https://fiverr-res.cloudinary.com/image/upload/f_auto,q_auto,t_profile_small/v1/attachments/profile/photo/e33efbdd03aef67b23892c3eca5780b2-1520003069294/6de17fab-b820-43ac-9a34-5cb30b83afd8.png",shimkonis66
"Even that it was hard, he gave me what i need",Brazil,BR,marketing_or_advertising,"https://fiverr-res.cloudinary.com/image/upload/f_auto,q_auto,t_profile_small/v1/attachments/profile/photo/ea43f908412a76e7954c232b9a3d58d8-1674667735625/eb42fdab-ccf4-495e-be69-77a268e42c38.png",rafaelsimons
Nicely done,Hong Kong,HK,financial_services_or_banking,"https://fiverr-res.cloudinary.com/image/upload/f_auto,q_auto,t_profile_small/v1/attachments/profile/photo/edd7bac09bd23b64e308995a4ffd34ac-657721291678369359.439929/005AB06B-D0F8-482E-BD84-893E9F0C3EC1",damenchan
Talha did an exceptional job and completed everything I asked. I would highly recommend working with him. He was communicative throughout the process and he adapted quickly to a requested change a couple days into the project. ,United States,US,,"https://fiverr-res.cloudinary.com/image/upload/f_auto,q_auto,t_profile_small/v1/attachments/profile/photo/faccc52bb71c0a377c1ae736c9b87d94-889511401724867418991/JPEG_20240828_135018_9212117047288560908.jpg",brianskelly13
Very well done! Thanks. I will hire again.,Armenia,AM,marketing_or_advertising,"https://fiverr-res.cloudinary.com/image/upload/f_auto,q_auto,t_profile_small/v1/attachments/profile/photo/fc681fe198d064d0fad371c637fb8db1-1571073527271/f1c129a1-5dad-4d58-9062-126a69044f79.jpg",barseghyangrig
Great service and very responsive! Would definitely hire him again.,United States,US,,"https://fiverr-res.cloudinary.com/image/upload/f_auto,q_auto,t_profile_small/v1/attachments/profile/photo/fccf67f1fe0e7dfce1a750580f60222f-1638234222562/d84f6cfc-7b04-416f-966a-f02d4d665f00.png",cameronmotameni
"very fast, great work",United States,US,media_or_entertainment,"https://fiverr-res.cloudinary.com/image/upload/f_auto,q_auto,t_profile_small/v1/attachments/profile/photo/fe044d397209060bd4827551011d0692-1657589468456/a57b84da-2c1e-4bb7-ad03-6184a10bf082.jpeg",jemedinaz
"Talhapythoneer worked closely with me to look at the sites I needed scrapers for, then provided a good value quote and delivered multiple webscrapers with a fast turn around.
The scrapers are all written in a similar style which is very helpful when I need to make small changes to each one.",United Kingdom,GB,technology,"https://fiverr-res.cloudinary.com/image/upload/f_auto,q_auto,t_profile_small/v1/profile/photos/1266596/original/PRofilePic.jpg",moricejackson
Greta Job!!!!,United States,US,transportation_or_automotive,"https://fiverr-res.cloudinary.com/image/upload/f_auto,q_auto,t_profile_small/v1/profile/photos/16756689/original/photo.jpg",benvillacrez
Excellent comms - response within 5 minutes during daylight hours. Work delivered on time and to a high standard 100% accurate with no flaws over 500 records.,United Kingdom,GB,,"https://fiverr-res.cloudinary.com/image/upload/f_auto,q_auto,t_profile_small/v1/profile/photos/1755996/original/A4_Lowered.jpg",addieb
Thank you ...,United States,US,,"https://fiverr-res.cloudinary.com/image/upload/f_auto,q_auto,t_profile_small/v1/profile/photos/1895206/original/work_from_home_faqs.jpg",ruby88
"Talhapythoneer is one of the best providers that i have worked with, customer care is on point and for sure knows what he is doing. created a nice automation tool to make my work easier and will be coming back with more jobs soon.",United Kingdom,GB,non_profit,"https://fiverr-res.cloudinary.com/image/upload/f_auto,q_auto,t_profile_small/v1/profile/photos/21232100/original/amanis11.png",seodominators
After a few passes of information he was able to gather all the data we needed. It was a multi page complex project and we appreciate the time and effort put in to get it correct,United States,US,art_and_design,"https://fiverr-res.cloudinary.com/image/upload/f_auto,q_auto,t_profile_small/v1/profile/photos/2641765/original/Mad_Mikes_Brew_AmberAle.jpg",oldroadsoftware
"Talha Pythoneer delivered exceptional work, demonstrating remarkable attention to detail and professionalism that truly exceeded expectations. The collaboration was seamless, thanks to Talha's fluency in communication, profound understanding of the project needs, and proactive approach. Working with Talha was a thoroughly positive experience.",Belgium,BE,,"https://fiverr-res.cloudinary.com/image/upload/f_auto,q_auto,t_profile_small/v1/profile/photos/2819393/original/profile_picture.jpg",business_keys
"I'm a repeat buyer, so excellent :)",Belgium,BE,,"https://fiverr-res.cloudinary.com/image/upload/f_auto,q_auto,t_profile_small/v1/profile/photos/2819393/original/profile_picture.jpg",business_keys
"Did as asked, data was delivered 100% correct.",Belgium,BE,,"https://fiverr-res.cloudinary.com/image/upload/f_auto,q_auto,t_profile_small/v1/profile/photos/2819393/original/profile_picture.jpg",business_keys
Very easy to work with,United States,US,,"https://fiverr-res.cloudinary.com/image/upload/f_auto,q_auto,t_profile_small/v1/profile/photos/31079036/original/12241567_957671260971190_2872671603991417509_n.jpg",dominiquepalmer
Such a talented young man he went above and beyond.,United States,US,,"https://fiverr-res.cloudinary.com/image/upload/f_auto,q_auto,t_profile_small/v1/profile/photos/31079036/original/12241567_957671260971190_2872671603991417509_n.jpg",dominiquepalmer
